2020-07-19 22:20:40, INFO: Current git head hash code: %s
2020-07-19 22:20:40, INFO: Using device: cuda:0
2020-07-19 22:20:40, INFO: Policy: CADRL without occupancy map
2020-07-19 22:20:42, INFO: human number: 3
2020-07-19 22:20:42, INFO: Not randomize human's radius and preferred speed
2020-07-19 22:20:42, INFO: Training simulation: mixed, test simulation: mixed
2020-07-19 22:20:42, INFO: Square width: 10.0, circle width: 4.0
2020-07-19 22:20:42, INFO: Current learning rate: 0.001000
2020-07-19 22:22:41, INFO: TRAIN has success rate: 0.98, collision rate: 0.00, nav time: 9.37, total reward: 0.3787
2020-07-19 22:24:44, INFO: Finish imitation learning. Weights saved.
2020-07-19 22:24:44, INFO: Experience set size: 100000/100000
2020-07-19 22:24:44, INFO: Agent is invisible and has holonomic kinematic constraint
2020-07-19 22:24:44, INFO: Current learning rate: 0.001000
2020-07-19 22:32:20, INFO: VAL   in episode 0 has success rate: 0.99, collision rate: 0.01, nav time: 10.21, total reward: 0.3375
2020-07-19 22:32:20, INFO: Frequency of being in danger: 0.65 and average min separate distance in danger: 0.10
2020-07-19 22:32:25, INFO: TRAIN in episode 0 has success rate: 1.00, collision rate: 0.00, nav time: 22.50, total reward: 0.0959
2020-07-19 22:32:32, INFO: TRAIN in episode 1 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2020-07-19 22:32:37, INFO: TRAIN in episode 2 has success rate: 1.00, collision rate: 0.00, nav time: 11.50, total reward: 0.3057
2020-07-19 22:32:41, INFO: TRAIN in episode 3 has success rate: 1.00, collision rate: 0.00, nav time: 19.00, total reward: 0.1387
2020-07-19 22:32:47, INFO: TRAIN in episode 4 has success rate: 1.00, collision rate: 0.00, nav time: 20.50, total reward: 0.1184
2020-07-19 22:32:52, INFO: TRAIN in episode 5 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0473
2020-07-19 22:32:54, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1536
2020-07-19 22:32:59, INFO: TRAIN in episode 7 has success rate: 1.00, collision rate: 0.00, nav time: 20.50, total reward: 0.0830
2020-07-19 22:33:05, INFO: TRAIN in episode 8 has success rate: 1.00, collision rate: 0.00, nav time: 21.50, total reward: 0.1066
2020-07-19 22:33:10, INFO: TRAIN in episode 9 has success rate: 1.00, collision rate: 0.00, nav time: 16.00, total reward: 0.1902
2020-07-19 22:33:15, INFO: TRAIN in episode 10 has success rate: 1.00, collision rate: 0.00, nav time: 18.25, total reward: 0.1501
2020-07-19 22:33:21, INFO: TRAIN in episode 11 has success rate: 1.00, collision rate: 0.00, nav time: 18.75, total reward: 0.0646
2020-07-19 22:33:26, INFO: TRAIN in episode 12 has success rate: 1.00, collision rate: 0.00, nav time: 15.75, total reward: 0.1953
2020-07-19 22:33:32, INFO: TRAIN in episode 13 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2020-07-19 22:33:37, INFO: TRAIN in episode 14 has success rate: 1.00, collision rate: 0.00, nav time: 16.25, total reward: 0.1853
2020-07-19 22:33:41, INFO: TRAIN in episode 15 has success rate: 1.00, collision rate: 0.00, nav time: 20.75, total reward: 0.1153
2020-07-19 22:33:46, INFO: TRAIN in episode 16 has success rate: 1.00, collision rate: 0.00, nav time: 15.00, total reward: 0.2114
2020-07-19 22:33:51, INFO: TRAIN in episode 17 has success rate: 1.00, collision rate: 0.00, nav time: 15.00, total reward: 0.2114
