2020-07-24 13:55:38, INFO: Current git head hash code: %s
2020-07-24 13:55:38, INFO: Using device: cuda:0
2020-07-24 13:55:38, INFO: Policy: SARL w/ global state
2020-07-24 13:55:39, INFO: human number: 8
2020-07-24 13:55:39, INFO: Not randomize human's radius and preferred speed
2020-07-24 13:55:39, INFO: Training simulation: circle_crossing, test simulation: square_crossing
2020-07-24 13:55:39, INFO: Square width: 10.0, circle width: 4.0
2020-07-24 13:55:39, INFO: Current learning rate: 0.001000
2020-07-24 14:01:35, INFO: TRAIN has success rate: 0.63, collision rate: 0.04, nav time: 13.93, total reward: 0.1503
2020-07-24 14:08:20, INFO: Finish imitation learning. Weights saved.
2020-07-24 14:08:20, INFO: Experience set size: 100000/100000
2020-07-24 14:08:20, INFO: Agent is invisible and has rc kinematic constraint
2020-07-24 14:08:20, INFO: Current learning rate: 0.002000
2020-07-24 14:31:52, INFO: VAL   in episode 0 has success rate: 0.52, collision rate: 0.30, nav time: 11.76, total reward: 0.0460
2020-07-24 14:31:52, INFO: Frequency of being in danger: 2.07 and average min separate distance in danger: 0.06
2020-07-24 14:31:54, INFO: TRAIN in episode 0 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2041
2020-07-24 14:32:00, INFO: TRAIN in episode 1 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2401
2020-07-24 14:32:08, INFO: TRAIN in episode 2 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2020-07-24 14:32:11, INFO: TRAIN in episode 3 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2368
2020-07-24 14:32:15, INFO: TRAIN in episode 4 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1448
2020-07-24 14:32:24, INFO: TRAIN in episode 5 has success rate: 1.00, collision rate: 0.00, nav time: 13.00, total reward: 0.2454
2020-07-24 14:32:32, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1140
2020-07-24 14:32:36, INFO: TRAIN in episode 7 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1500
2020-07-24 14:32:51, INFO: TRAIN in episode 8 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.1087
2020-07-24 14:33:03, INFO: TRAIN in episode 9 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0842
2020-07-24 14:33:12, INFO: TRAIN in episode 10 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3045
2020-07-24 14:33:27, INFO: TRAIN in episode 11 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2020-07-24 14:33:29, INFO: TRAIN in episode 12 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2272
2020-07-24 14:33:43, INFO: TRAIN in episode 13 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2020-07-24 14:33:46, INFO: TRAIN in episode 14 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.3113
2020-07-24 14:33:51, INFO: TRAIN in episode 15 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1313
2020-07-24 14:33:55, INFO: TRAIN in episode 16 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2239
2020-07-24 14:34:10, INFO: TRAIN in episode 17 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
