2020-07-23 19:07:04, INFO: Current git head hash code: %s
2020-07-23 19:07:04, INFO: Using device: cuda:0
2020-07-23 19:07:04, INFO: Policy: SARL w/ global state
2020-07-23 19:07:06, INFO: human number: 5
2020-07-23 19:07:06, INFO: Not randomize human's radius and preferred speed
2020-07-23 19:07:06, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2020-07-23 19:07:06, INFO: Square width: 10.0, circle width: 4.0
2020-07-23 19:07:06, INFO: Current learning rate: 0.001000
2020-07-23 19:10:23, INFO: TRAIN has success rate: 0.81, collision rate: 0.05, nav time: 11.65, total reward: 0.2425
2020-07-23 19:15:08, INFO: Finish imitation learning. Weights saved.
2020-07-23 19:15:08, INFO: Experience set size: 100000/100000
2020-07-23 19:15:08, INFO: Agent is invisible and has rc kinematic constraint
2020-07-23 19:15:08, INFO: Current learning rate: 0.001000
2020-07-23 19:32:24, INFO: VAL   in episode 0 has success rate: 0.47, collision rate: 0.30, nav time: 10.43, total reward: 0.0780
2020-07-23 19:32:24, INFO: Frequency of being in danger: 1.24 and average min separate distance in danger: 0.07
2020-07-23 19:32:36, INFO: TRAIN in episode 0 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2020-07-23 19:32:44, INFO: TRAIN in episode 1 has success rate: 1.00, collision rate: 0.00, nav time: 12.75, total reward: 0.2248
2020-07-23 19:32:51, INFO: TRAIN in episode 2 has success rate: 1.00, collision rate: 0.00, nav time: 8.50, total reward: 0.3711
2020-07-23 19:32:56, INFO: TRAIN in episode 3 has success rate: 1.00, collision rate: 0.00, nav time: 13.25, total reward: 0.2542
2020-07-23 19:32:58, INFO: TRAIN in episode 4 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2674
2020-07-23 19:33:00, INFO: TRAIN in episode 5 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2599
2020-07-23 19:33:03, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1364
2020-07-23 19:33:09, INFO: TRAIN in episode 7 has success rate: 1.00, collision rate: 0.00, nav time: 12.25, total reward: 0.2746
2020-07-23 19:33:10, INFO: TRAIN in episode 8 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2503
2020-07-23 19:33:23, INFO: TRAIN in episode 9 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2020-07-23 19:33:27, INFO: TRAIN in episode 10 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1228
2020-07-23 19:33:39, INFO: TRAIN in episode 11 has success rate: 1.00, collision rate: 0.00, nav time: 18.75, total reward: 0.1424
2020-07-23 19:33:42, INFO: TRAIN in episode 12 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1491
2020-07-23 19:33:44, INFO: TRAIN in episode 13 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2435
2020-07-23 19:33:56, INFO: TRAIN in episode 14 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2020-07-23 19:33:59, INFO: TRAIN in episode 15 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1481
2020-07-23 19:34:03, INFO: TRAIN in episode 16 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.2461
2020-07-23 19:34:06, INFO: TRAIN in episode 17 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1952
